upstream;category;language;cve_id;fix_sha;filepath;churn;fork;fork_pushed;sha_match;status;sim_2a;label_2a;sim_patch;sim_vuln;delta;label_2b;method;ts
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2025-48937;13c1d2048286bbabf5e7bc6b015aafee98f04d55;crates/matrix-sdk-crypto/src/machine/tests/decryption_verification_state.rs;63;zecakeh/matrix-rust-sdk;2026-08-31T18:26:38Z;False;FILE_NOT_FOUND;;FILE_NOT_FOUND;;;;FILE_NOT_FOUND;lev_only;2026-08-31T23:21:16.021346+00:00
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2025-48937;13c1d2048286bbabf5e7bc6b015aafee98f04d55;crates/matrix-sdk-crypto/src/machine/tests/decryption_verification_state.rs;63;tchapgouv/matrix-rust-sdk;2026-08-31T17:08:21Z;False;CORRIGIDO;0.9627;CORRIGIDO;0.9627;0.8907;0.072;CORRIGIDO;lev_only;2026-08-31T23:21:16.776328+00:00
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2025-48937;13c1d2048286bbabf5e7bc6b015aafee98f04d55;crates/matrix-sdk-crypto/src/machine/tests/decryption_verification_state.rs;63;Hywan/matrix-rust-sdk;2026-08-31T16:18:52Z;False;FILE_NOT_FOUND;;FILE_NOT_FOUND;;;;FILE_NOT_FOUND;lev_only;2026-08-31T23:21:17.027946+00:00
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2024-40648;76a7052149bb8f722df12da915b3a06d19a6695a;crates/matrix-sdk-crypto/src/identities/user.rs;95;zecakeh/matrix-rust-sdk;2026-08-31T18:26:38Z;False;VULNERAVEL;0.6897;ZONA_INCERTEZA;0.6897;0.7807;-0.091;VULNERAVEL;lev_only;2026-08-31T23:21:21.226512+00:00
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2024-40648;76a7052149bb8f722df12da915b3a06d19a6695a;crates/matrix-sdk-crypto/src/identities/user.rs;95;tchapgouv/matrix-rust-sdk;2026-08-31T17:08:21Z;False;ZONA_INCERTEZA;0.5559;ZONA_INCERTEZA;0.5559;0.502;0.0539;CORRIGIDO;lev_only;2026-08-31T23:21:22.211375+00:00
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2024-40648;76a7052149bb8f722df12da915b3a06d19a6695a;crates/matrix-sdk-crypto/src/identities/user.rs;95;Hywan/matrix-rust-sdk;2026-08-31T16:18:52Z;False;CORRIGIDO;1.0;CORRIGIDO;1.0;0.8822;0.1178;CORRIGIDO;lev_only;2026-08-31T23:21:22.994963+00:00
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2024-34353;71136e44c03c79f80d6d1a2446673bc4d53a2067;crates/matrix-sdk/src/encryption/mod.rs;27;zecakeh/matrix-rust-sdk;2026-08-31T18:26:38Z;False;ZONA_INCERTEZA;0.4485;ZONA_INCERTEZA;0.4485;0.462;-0.0135;ZONA_INCERTEZA;lev_only;2026-08-31T23:21:26.226648+00:00
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2024-34353;71136e44c03c79f80d6d1a2446673bc4d53a2067;crates/matrix-sdk/src/encryption/mod.rs;27;tchapgouv/matrix-rust-sdk;2026-08-31T17:08:21Z;False;ZONA_INCERTEZA;0.6512;ZONA_INCERTEZA;0.6512;0.6392;0.0119;ZONA_INCERTEZA;lev_only;2026-08-31T23:21:27.399743+00:00
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2024-34353;71136e44c03c79f80d6d1a2446673bc4d53a2067;crates/matrix-sdk/src/encryption/mod.rs;27;Hywan/matrix-rust-sdk;2026-08-31T16:18:52Z;False;CORRIGIDO;0.8342;CORRIGIDO;0.8342;0.8138;0.0204;ZONA_INCERTEZA;lev_only;2026-08-31T23:21:28.423577+00:00
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2024-34353;fa10bbb5dd0f9120a51aa1854cec752e25790bb0;crates/matrix-sdk-crypto/src/machine.rs;78;zecakeh/matrix-rust-sdk;2026-08-31T18:26:38Z;False;ZONA_INCERTEZA;0.7097;ZONA_INCERTEZA;0.7097;0.7227;-0.0129;ZONA_INCERTEZA;lev_only;2026-08-31T23:21:33.217858+00:00
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2024-34353;fa10bbb5dd0f9120a51aa1854cec752e25790bb0;crates/matrix-sdk-crypto/src/machine.rs;78;tchapgouv/matrix-rust-sdk;2026-08-31T17:08:21Z;False;FILE_NOT_FOUND;;FILE_NOT_FOUND;;;;FILE_NOT_FOUND;lev_only;2026-08-31T23:21:33.503561+00:00
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2024-34353;fa10bbb5dd0f9120a51aa1854cec752e25790bb0;crates/matrix-sdk-crypto/src/machine.rs;78;Hywan/matrix-rust-sdk;2026-08-31T16:18:52Z;False;CORRIGIDO;0.8074;CORRIGIDO;0.8074;0.7912;0.0161;ZONA_INCERTEZA;lev_only;2026-08-31T23:21:35.835664+00:00
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2022-39252;093fb5d0aa21c0b5eaea6ec96b477f1075271cbb;crates/matrix-sdk-crypto/src/gossiping/machine.rs;33;zecakeh/matrix-rust-sdk;2026-08-31T18:26:38Z;False;CORRIGIDO;0.8155;CORRIGIDO;0.8155;0.8115;0.0039;ZONA_INCERTEZA;lev_only;2026-08-31T23:21:39.511450+00:00
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2022-39252;093fb5d0aa21c0b5eaea6ec96b477f1075271cbb;crates/matrix-sdk-crypto/src/gossiping/machine.rs;33;tchapgouv/matrix-rust-sdk;2026-08-31T17:08:21Z;False;ZONA_INCERTEZA;0.6226;ZONA_INCERTEZA;0.6226;0.6184;0.0042;ZONA_INCERTEZA;lev_only;2026-08-31T23:21:40.671335+00:00
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2022-39252;093fb5d0aa21c0b5eaea6ec96b477f1075271cbb;crates/matrix-sdk-crypto/src/gossiping/machine.rs;33;Hywan/matrix-rust-sdk;2026-08-31T16:18:52Z;False;ZONA_INCERTEZA;0.6297;ZONA_INCERTEZA;0.6297;0.6255;0.0042;ZONA_INCERTEZA;lev_only;2026-08-31T23:21:41.681539+00:00
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2022-39252;41449d2cc360e347f5d4e1c154ec1e3185f11acd;crates/matrix-sdk-crypto/src/gossiping/machine.rs;64;zecakeh/matrix-rust-sdk;2026-08-31T18:26:38Z;False;CORRIGIDO;0.841;CORRIGIDO;0.841;0.8155;0.0255;ZONA_INCERTEZA;lev_only;2026-08-31T23:21:45.437330+00:00
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2022-39252;41449d2cc360e347f5d4e1c154ec1e3185f11acd;crates/matrix-sdk-crypto/src/gossiping/machine.rs;64;tchapgouv/matrix-rust-sdk;2026-08-31T17:08:21Z;False;ZONA_INCERTEZA;0.6425;ZONA_INCERTEZA;0.6425;0.6226;0.02;ZONA_INCERTEZA;lev_only;2026-08-31T23:21:46.439075+00:00
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2022-39252;41449d2cc360e347f5d4e1c154ec1e3185f11acd;crates/matrix-sdk-crypto/src/gossiping/machine.rs;64;Hywan/matrix-rust-sdk;2026-08-31T16:18:52Z;False;ZONA_INCERTEZA;0.6499;ZONA_INCERTEZA;0.6499;0.6297;0.0202;ZONA_INCERTEZA;lev_only;2026-08-31T23:21:47.881633+00:00
