upstream;categoria;linguagem;cve_id;fork;status;arquivo;eh_arquivo_de_teste;fix_sha;data_fix_upstream;data_ultimo_toque_fork;lag_dias;lag_confiavel;sim_2a;delta;metrica;fork_created_at;fork_pushed_at;ahead_by;behind_by;stars
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2024-40648;Hywan/matrix-rust-sdk;CORRIGIDO;crates/matrix-sdk-crypto/src/identities/user.rs;nao;76a7052149bb8f722df12da915b3a06d19a6695a;2024-07-18T14:20:47Z;2024-07-18T15:35:09Z;0.1;sim;1.0;0.1178;lev_only;2022-05-03T07:36:28Z;2026-09-01T15:15:31Z;1;6646;0
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2024-34353;zecakeh/matrix-rust-sdk;ZONA_INCERTEZA;crates/matrix-sdk/src/encryption/mod.rs;nao;71136e44c03c79f80d6d1a2446673bc4d53a2067;2023-12-20T15:38:54Z;2023-04-08T19:47:10Z;-255.8;nao;0.4485;-0.0135;lev_only;2021-03-09T12:54:06Z;2026-08-31T18:26:38Z;1;10350;0
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2024-34353;tchapgouv/matrix-rust-sdk;ZONA_INCERTEZA;crates/matrix-sdk/src/encryption/mod.rs;nao;71136e44c03c79f80d6d1a2446673bc4d53a2067;2023-12-20T15:38:54Z;2025-06-27T17:54:13Z;555.1;sim;0.6512;0.0119;lev_only;2024-09-02T14:33:01Z;2026-08-31T17:08:21Z;6;3440;0
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2024-34353;Hywan/matrix-rust-sdk;CORRIGIDO;crates/matrix-sdk/src/encryption/mod.rs;nao;71136e44c03c79f80d6d1a2446673bc4d53a2067;2023-12-20T15:38:54Z;2024-07-11T13:28:33Z;203.9;sim;0.8342;0.0204;lev_only;2022-05-03T07:36:28Z;2026-09-01T15:15:31Z;1;6646;0
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2024-34353;zecakeh/matrix-rust-sdk;ZONA_INCERTEZA;crates/matrix-sdk-crypto/src/machine.rs;nao;fa10bbb5dd0f9120a51aa1854cec752e25790bb0;2024-05-13T10:31:26Z;2023-04-13T08:59:05Z;-396.1;nao;0.7097;-0.0129;lev_only;2021-03-09T12:54:06Z;2026-08-31T18:26:38Z;1;10350;0
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2024-34353;tchapgouv/matrix-rust-sdk;FILE_NOT_FOUND;crates/matrix-sdk-crypto/src/machine.rs;nao;fa10bbb5dd0f9120a51aa1854cec752e25790bb0;2024-05-13T10:31:26Z;;;nao;;;lev_only;2024-09-02T14:33:01Z;2026-08-31T17:08:21Z;6;3440;0
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2024-34353;Hywan/matrix-rust-sdk;CORRIGIDO;crates/matrix-sdk-crypto/src/machine.rs;nao;fa10bbb5dd0f9120a51aa1854cec752e25790bb0;2024-05-13T10:31:26Z;2024-07-18T14:20:47Z;66.2;sim;0.8074;0.0161;lev_only;2022-05-03T07:36:28Z;2026-09-01T15:15:31Z;1;6646;0
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2022-39252;zecakeh/matrix-rust-sdk;CORRIGIDO;crates/matrix-sdk-crypto/src/gossiping/machine.rs;nao;093fb5d0aa21c0b5eaea6ec96b477f1075271cbb;2022-09-28T14:03:17Z;2023-03-28T19:08:57Z;181.2;sim;0.8155;0.0039;lev_only;2021-03-09T12:54:06Z;2026-08-31T18:26:38Z;1;10350;0
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2022-39252;tchapgouv/matrix-rust-sdk;ZONA_INCERTEZA;crates/matrix-sdk-crypto/src/gossiping/machine.rs;nao;093fb5d0aa21c0b5eaea6ec96b477f1075271cbb;2022-09-28T14:03:17Z;2025-06-10T11:53:09Z;985.9;sim;0.6226;0.0042;lev_only;2024-09-02T14:33:01Z;2026-08-31T17:08:21Z;6;3440;0
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2022-39252;Hywan/matrix-rust-sdk;ZONA_INCERTEZA;crates/matrix-sdk-crypto/src/gossiping/machine.rs;nao;093fb5d0aa21c0b5eaea6ec96b477f1075271cbb;2022-09-28T14:03:17Z;2024-07-16T18:13:59Z;657.2;sim;0.6297;0.0042;lev_only;2022-05-03T07:36:28Z;2026-09-01T15:15:31Z;1;6646;0
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2022-39252;zecakeh/matrix-rust-sdk;CORRIGIDO;crates/matrix-sdk-crypto/src/gossiping/machine.rs;nao;41449d2cc360e347f5d4e1c154ec1e3185f11acd;2022-09-28T14:03:17Z;2023-03-28T19:08:57Z;181.2;sim;0.841;0.0255;lev_only;2021-03-09T12:54:06Z;2026-08-31T18:26:38Z;1;10350;0
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2022-39252;tchapgouv/matrix-rust-sdk;ZONA_INCERTEZA;crates/matrix-sdk-crypto/src/gossiping/machine.rs;nao;41449d2cc360e347f5d4e1c154ec1e3185f11acd;2022-09-28T14:03:17Z;2025-06-10T11:53:09Z;985.9;sim;0.6425;0.02;lev_only;2024-09-02T14:33:01Z;2026-08-31T17:08:21Z;6;3440;0
matrix-org/matrix-rust-sdk;sdk;rust;CVE-2022-39252;Hywan/matrix-rust-sdk;ZONA_INCERTEZA;crates/matrix-sdk-crypto/src/gossiping/machine.rs;nao;41449d2cc360e347f5d4e1c154ec1e3185f11acd;2022-09-28T14:03:17Z;2024-07-16T18:13:59Z;657.2;sim;0.6499;0.0202;lev_only;2022-05-03T07:36:28Z;2026-09-01T15:15:31Z;1;6646;0
